,id_estudiante,propuesta,estado_inscripcion,fecha_ingreso,fecha_inscripcion,ingreso_aprobadas,ingreso_libres,ingreso_totales,cursadas_aprobadas,cursadas_regulares,cursadas_libres,cursadas_totales,inscripciones_examenes,examenes_aprobados,anio_ingreso,fecha_ultimo_examen,anio_ultima_reinscripcion,promedio_sin_aplazos,promedio_con_aplazos,actividades_aprobadas,total_actividades,regular,calidad,segundo_anio
529,CB-015822-1,134,Pendiente,01/04/2020,27/11/2019,1,1,2,0,0,0,3,0,0,2020,03/08/2021,2021.0,7.5,7.5,5,40,S,A,S
530,CB-016053-5,134,Pendiente,01/04/2020,16/12/2019,1,1,2,0,0,0,3,0,0,2020,23/08/2021,2021.0,5.67,7.5,4,40,S,A,N
531,CB-016024-1,134,Aceptado,01/04/2020,13/12/2019,0,2,2,0,3,0,3,0,0,2020,,,6.0,6.0,1,40,N,P,N
532,CB-015928-6,134,Pendiente,01/04/2020,09/12/2019,2,0,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
533,CB-015963-4,134,Pendiente,01/04/2020,11/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,7.5,7.5,4,40,S,A,N
534,CB-016057-8,134,Aceptado,01/04/2020,16/12/2019,1,1,2,0,1,2,3,0,0,2020,19/08/2021,2021.0,7.64,7.64,15,40,S,A,S
535,CB-015924-3,134,Pendiente,01/04/2020,09/12/2019,1,1,2,0,0,0,3,0,0,2020,23/08/2021,2021.0,6.15,7.1,11,40,S,A,S
536,CB-016035-7,134,Pendiente,01/04/2020,13/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,7.0,7.0,2,40,S,A,N
537,CB-016000-4,134,Pendiente,01/04/2020,12/12/2019,2,0,2,0,0,0,3,0,0,2020,23/08/2021,2021.0,7.25,7.25,6,40,S,A,S
538,CB-015859-0,134,Aceptado,01/04/2020,03/12/2019,1,1,2,0,1,2,3,0,0,2020,,2021.0,6.5,6.5,4,40,S,A,N
539,CB-016506-5,134,Pendiente,01/04/2020,12/02/2020,1,1,2,0,0,0,3,0,0,2020,,,9.0,9.0,1,40,N,P,N
540,CB-016056-0,134,Aceptado,01/04/2020,16/12/2019,0,2,2,0,2,1,3,0,0,2020,,2021.0,7.0,7.0,2,40,S,A,N
541,CB-016427-1,134,Pendiente,01/04/2020,05/02/2020,2,0,2,0,0,0,3,0,0,2020,,2021.0,6.75,6.75,12,40,S,A,S
542,CB-016410-7,134,Pendiente,01/04/2020,04/02/2020,1,1,2,0,0,0,3,0,0,2020,,2021.0,6.5,6.5,2,40,S,A,N
543,CB-009718-3,134,Aceptado,01/04/2020,20/11/2019,1,1,2,0,1,2,3,0,0,2020,18/08/2021,2021.0,7.14,7.14,8,40,S,A,S
544,CB-015848-4,134,Pendiente,01/04/2020,03/12/2019,2,0,2,0,0,0,3,0,0,2020,17/08/2021,2021.0,7.71,7.71,9,40,S,A,S
545,CB-016450-6,134,Aceptado,01/04/2020,13/02/2020,0,2,2,0,0,3,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
546,CB-016465-4,134,Pendiente,01/04/2020,14/02/2020,1,1,2,0,0,0,3,0,0,2020,,2021.0,6.0,6.0,4,40,S,A,N
547,CB-015944-8,134,Pendiente,01/04/2020,10/12/2019,2,0,2,0,0,0,3,0,0,2020,23/08/2021,2021.0,6.85,6.85,20,40,S,A,S
548,CB-015892-1,134,Pendiente,01/04/2020,05/12/2019,2,0,2,0,0,0,3,0,0,2020,20/08/2021,2021.0,7.75,7.75,4,40,S,A,N
549,CB-015974-0,134,Pendiente,01/04/2020,11/12/2019,1,1,2,0,0,0,3,0,0,2020,20/08/2021,2021.0,5.29,7.5,4,40,S,A,N
550,CB-016514-6,134,Aceptado,01/04/2020,13/02/2020,1,1,2,0,0,3,3,0,0,2020,04/08/2021,2021.0,3.71,6.0,3,40,S,A,N
551,CB-016133-7,134,Pendiente,01/04/2020,18/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,6.33,6.33,3,40,S,A,N
552,CB-015893-0,134,Pendiente,01/04/2020,05/12/2019,2,0,2,0,0,0,3,0,0,2020,,2021.0,9.6,9.6,5,40,S,A,S
553,CB-011963-2,134,Aceptado,01/04/2020,26/02/2020,1,1,2,1,0,2,3,0,0,2020,18/08/2021,2021.0,7.67,7.67,4,40,S,A,N
554,CB-016748-3,134,Pendiente,01/04/2020,17/02/2020,2,0,2,0,0,0,3,0,0,2020,,,6.0,6.0,1,40,N,P,N
555,CB-007656-9,134,Aceptado,01/04/2020,04/11/2019,2,0,2,0,1,2,3,0,0,2020,07/08/2021,2021.0,7.0,7.0,26,40,S,A,S
556,CB-015922-7,134,Pendiente,01/04/2020,09/12/2019,1,1,2,0,0,0,3,0,0,2020,23/08/2021,2021.0,5.0,7.8,5,40,S,A,S
557,CB-016060-8,134,Pendiente,01/04/2020,16/12/2019,1,1,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
558,CB-013388-1,134,Aceptado,01/04/2020,10/02/2020,1,1,2,0,1,2,3,0,0,2020,23/08/2021,2021.0,6.58,7.0,14,40,S,A,S
559,CB-015970-7,134,Aceptado,01/04/2020,11/12/2019,0,2,2,1,2,0,3,0,0,2020,,2021.0,8.0,8.0,4,40,S,A,N
560,CB-016032-2,134,Pendiente,01/04/2020,13/12/2019,0,2,2,0,0,0,3,0,0,2020,23/08/2021,2021.0,5.5,8.0,6,40,S,A,S
561,CB-015993-6,134,Pendiente,01/04/2020,12/12/2019,2,0,2,0,0,0,3,0,0,2020,18/08/2021,2021.0,6.5,6.89,11,40,S,A,S
562,CB-016074-8,134,Pendiente,01/04/2020,17/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,7.5,7.5,4,40,S,A,N
563,CB-016085-3,134,Pendiente,01/04/2020,17/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,8.5,8.5,2,40,S,A,N
564,CB-016438-7,134,Aceptado,01/04/2020,10/02/2020,1,1,2,0,1,2,3,0,0,2020,,2021.0,7.17,7.17,6,40,S,A,S
565,CB-015836-1,134,Pendiente,01/04/2020,02/12/2019,2,0,2,0,0,0,3,0,0,2020,18/08/2021,2021.0,7.57,7.57,9,40,S,A,S
566,CB-015903-1,134,Pendiente,01/04/2020,06/12/2019,1,1,2,0,0,0,3,0,0,2020,19/08/2021,2021.0,6.13,7.5,8,40,S,A,S
567,CB-015920-1,134,Pendiente,01/04/2020,09/12/2019,2,0,2,0,0,0,3,0,0,2020,,2021.0,7.67,7.67,3,40,S,A,N
568,CB-016021-7,134,Pendiente,01/04/2020,13/12/2019,2,0,2,0,0,0,3,0,0,2020,18/08/2021,2021.0,7.57,7.57,9,40,S,A,S
569,CB-016492-1,134,Aceptado,01/04/2020,06/02/2020,1,1,2,0,0,3,3,0,0,2020,,2021.0,7.0,7.0,4,40,S,A,N
570,CB-015808-5,134,Aceptado,01/04/2020,25/11/2019,1,1,2,1,0,2,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
571,CA-016391-6,130,Aceptado,01/04/2020,19/12/2019,2,0,2,1,1,1,3,0,0,2020,,2021.0,7.6,7.6,10,42,S,A,S
572,CA-016741-5,130,Pendiente,01/04/2020,26/02/2020,1,1,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,42,N,P,N
573,CA-016742-3,130,Pendiente,01/04/2020,26/02/2020,1,1,2,0,0,0,3,0,0,2020,17/08/2021,2021.0,6.45,6.8,10,42,S,A,S
574,CB-016393-3,134,Aceptado,01/04/2020,19/12/2019,1,1,2,1,0,2,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
575,CB-016394-1,134,Pendiente,01/04/2020,19/12/2019,1,1,2,0,0,0,3,0,0,2020,,,8.0,8.0,1,40,N,P,N
576,CB-016758-1,134,Aceptado,01/04/2020,06/03/2020,2,0,2,1,0,2,3,1,0,2020,16/03/2021,2021.0,6.75,6.75,8,40,S,A,S
577,CB-016392-5,134,Pendiente,01/04/2020,19/12/2019,2,0,2,0,0,0,3,0,0,2020,,,8.0,8.0,1,40,N,P,N
578,CB-016746-7,134,Pendiente,01/04/2020,26/02/2020,2,0,2,0,0,0,3,0,0,2020,05/08/2021,2021.0,5.7,6.38,8,40,S,A,S
579,CB-016745-9,134,Pendiente,01/04/2020,26/02/2020,2,0,2,0,0,0,3,0,0,2020,05/08/2021,2021.0,5.91,7.0,8,40,S,A,S
580,CB-016743-2,134,Aceptado,01/04/2020,26/02/2020,1,1,2,0,2,1,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
581,CB-016744-1,134,Aceptado,01/04/2020,26/02/2020,0,2,2,0,0,3,3,0,0,2020,,,8.0,8.0,1,40,N,P,N
